OrphaCode,DisorderName,DisabilityName,Frequency,Temporality,Severity,LossOfAbility,Type,Defined
87,Apert Syndrome,Hearing/Listening,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Acquiring Language,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Learning To Read,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Learning To Write,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Learning To Calculate,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Reading,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Writing,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Calculating,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Making Decisions/Taking Initiatives/Finding Solutions,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Receiving Spoken Messages,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Receiving Messages In Sign Language,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Receiving Nonverbal Messages,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Receiving Written Messages,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Speaking,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Producing Messages In Sign Language,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Producing Nonverbal Messages,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Writing Messages,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Participating In A Conversation,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Using Communication Devices,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Changing Body Position,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Standing,Occasional,Permanent Limitation,Low,n,Disability,y
87,Apert Syndrome,Bending,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Transferring Oneself,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Maintaining A Standing Position,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Maintaining Head Position,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Reaching And Catching Objects,Very Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Lifting And Carrying Objects,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Handling Objects (Fine Hand Use),Very Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Walking Short Distances,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Walking Long Distances,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Very Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Washing Oneself,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,"Caring For Body Parts (Skin, Teeth, Nails, Hair, Genitals)",Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Dressing/Undressing,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Eating,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,"Managing One'S Health (Diet, Medications, Prevention, Needs, Assistance, Monitoring)",Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,"Handling Stress, Responsabilities, Emergencies And Ensuring One'S Safety",Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Controlling One'S Own General Behaviour,Occasional,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Moving Around Outside The Home,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Driving,Very Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Interacting With Other People,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Making/Keeping Friends,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Maintaining Family Relationships,Occasional,Permanent Limitation,Low,n,Disability,y
87,Apert Syndrome,Dealing With Strangers,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Engaging In And Maintaining Intimate Relationships,Very Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Engaging In Sexual Relationships,Very Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Shopping,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Cooking/Preparing Meals,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Doing Housework,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Looking After/Helping Others,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Attending Preschool,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Attending Mainstream School,Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Attending School In An Adapted Mainstream/Special Environment,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Learning A Profession (Vocational Training/Apprenticeship) In The Standard Environment,Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Learning A Profession (Vocational Training/Apprenticeship) In An Adapted Mainstream/Special Environment,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Accessing Higher Education,Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Engaging In Paid Work In A Standard Environment,Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Engaging In Paid Work In A Supported/Sheltered Environment,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Seeking Employment,Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Performing Professional Tasks,Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Handling Money/Managing One'S Own Budget,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Undertaking A Simple Task,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Undertaking A Complex/Multiple Task,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Carrying Out Daily Routines,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Taking Part In Community Life,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Playing With Others,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Socializing,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Practicing Sports,Frequent,Permanent Limitation,Severe,n,Disability,y
87,Apert Syndrome,Participating In The Arts And Cultural Activities,Frequent,Permanent Limitation,Moderate,n,Disability,y
87,Apert Syndrome,Travelling,Frequent,Permanent Limitation,Moderate,n,Disability,y
101016,Romano-Ward Syndrome,Focusing Attention,Occasional,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Very Frequent,Permanent Limitation,Moderate,n,Disability,y
101016,Romano-Ward Syndrome,"Managing One'S Health (Diet, Medications, Prevention, Needs, Assistance, Monitoring)",Frequent,Transient Limitation,Low,n,Disability,y
101016,Romano-Ward Syndrome,Falling Asleep,Frequent,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Staying Asleep,Frequent,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Getting Good Quality Sleep,Frequent,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,"Handling Stress, Responsabilities, Emergencies And Ensuring One'S Safety",Frequent,Permanent Limitation,Severe,n,Disability,y
101016,Romano-Ward Syndrome,Handling Emotions And Mood,Unknown,Unknown,Unknown,y,Disability,n
101016,Romano-Ward Syndrome,Driving,Occasional,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Making/Keeping Friends,Occasional,Acquisition Delay,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Maintaining Family Relationships,Occasional,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Maintaining Family Relationships,Occasional,Acquisition Delay,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Engaging In And Maintaining Intimate Relationships,Occasional,Transient Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Engaging In Sexual Relationships,Occasional,Transient Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Seeking Employment,Occasional,Permanent Limitation,Low,n,Disability,y
101016,Romano-Ward Syndrome,Taking Part In Community Life,Frequent,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Playing With Others,Very Frequent,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Socializing,Frequent,Permanent Limitation,Unspecified,n,Disability,y
101016,Romano-Ward Syndrome,Practicing Sports,Very Frequent,Permanent Limitation,Moderate,n,Disability,y
101016,Romano-Ward Syndrome,Food,Unknown,Unknown,Unknown,y,Environmental factor,n
101016,Romano-Ward Syndrome,Humidity,Unknown,Unknown,Unknown,y,Environmental factor,n
101016,Romano-Ward Syndrome,Light Intensity,Unknown,Unknown,Unknown,y,Environmental factor,n
101016,Romano-Ward Syndrome,Sound Intensity,Unknown,Unknown,Unknown,y,Environmental factor,n
101016,Romano-Ward Syndrome,Sound Quality,Unknown,Unknown,Unknown,y,Environmental factor,n
101016,Romano-Ward Syndrome,Vibrations,Unknown,Unknown,Unknown,y,Environmental factor,n
101016,Romano-Ward Syndrome,Learning A Profession (Vocational Training/Apprenticeship) In The Standard Environment,Occasional,Permanent Limitation,Moderate,n,Disability,y
101016,Romano-Ward Syndrome,Engaging In Paid Work In A Standard Environment,Occasional,Permanent Limitation,Moderate,n,Disability,y
101016,Romano-Ward Syndrome,Travelling,Occasional,Permanent Limitation,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Seeing/Watching,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Hearing/Listening,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Acquiring Language,Frequent,Acquisition Delay,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Acquiring Language,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Learning To Read,Frequent,Acquisition Delay,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Learning To Write,Frequent,Acquisition Delay,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Learning To Calculate,Frequent,Acquisition Delay,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Reading,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Writing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Calculating,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Focusing Attention,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Memorizing And Retrieving,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Thinking And Reasoning,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Making Decisions/Taking Initiatives/Finding Solutions,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Being Aware Of Time,Frequent,Permanent Limitation,Low,n,Disability,y
567,22Q11.2 Deletion Syndrome,Being Aware Of Time,Occasional,Permanent Limitation,Severe,n,Disability,y
567,22Q11.2 Deletion Syndrome,Being Aware Of Space,Frequent,Permanent Limitation,Low,n,Disability,y
567,22Q11.2 Deletion Syndrome,Being Aware Of Space,Occasional,Permanent Limitation,Severe,n,Disability,y
567,22Q11.2 Deletion Syndrome,Receiving Spoken Messages,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Receiving Spoken Messages,Frequent,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Receiving Nonverbal Messages,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Receiving Nonverbal Messages,Frequent,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Receiving Written Messages,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Receiving Written Messages,Frequent,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Speaking,Frequent,Permanent Limitation,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Speaking,Frequent,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Producing Nonverbal Messages,Frequent,Permanent Limitation,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Producing Nonverbal Messages,Frequent,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Writing Messages,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Writing Messages,Frequent,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Participating In A Conversation,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Participating In A Conversation,Occasional,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Standing,Occasional,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Sitting,Occasional,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Maintaining A Standing Position,Occasional,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Maintaining Head Position,Occasional,Acquisition Delay,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Lifting And Carrying Objects,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Handling Objects (Fine Hand Use),Frequent,Permanent Limitation,Low,n,Disability,y
567,22Q11.2 Deletion Syndrome,Walking Long Distances,Frequent,Permanent Limitation,Low,y,Disability,y
567,22Q11.2 Deletion Syndrome,Walking Long Distances,Occasional,Permanent Limitation,Moderate,y,Disability,y
567,22Q11.2 Deletion Syndrome,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Frequent,Permanent Limitation,Low,y,Disability,y
567,22Q11.2 Deletion Syndrome,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Occasional,Permanent Limitation,Moderate,y,Disability,y
567,22Q11.2 Deletion Syndrome,Washing Oneself,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,"Caring For Body Parts (Skin, Teeth, Nails, Hair, Genitals)",Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Regulating Urination,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Regulating Defecation,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Dressing/Undressing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Eating,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Drinking,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,"Managing One'S Health (Diet, Medications, Prevention, Needs, Assistance, Monitoring)",Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Getting Good Quality Sleep,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,"Handling Stress, Responsabilities, Emergencies And Ensuring One'S Safety",Frequent,Transient Limitation,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,"Handling Stress, Responsabilities, Emergencies And Ensuring One'S Safety",Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Handling Emotions And Mood,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Controlling One'S Own General Behaviour,Frequent,Transient Limitation,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Controlling One'S Own General Behaviour,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Controlling One'S Own Eating Behaviour,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Moving Around Outside The Home,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Using Transportation,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Driving,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Interacting With Other People,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Making/Keeping Friends,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Maintaining Family Relationships,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Dealing With Strangers,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Engaging In And Maintaining Intimate Relationships,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Engaging In Sexual Relationships,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Shopping,Frequent,Permanent Limitation,Unspecified,y,Disability,y
567,22Q11.2 Deletion Syndrome,Cooking/Preparing Meals,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Doing Housework,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Looking After/Helping Others,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Attending Preschool,Occasional,Permanent Limitation,Moderate,n,Disability,y
567,22Q11.2 Deletion Syndrome,Attending Mainstream School,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Attending School In An Adapted Mainstream/Special Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Learning A Profession (Vocational Training/Apprenticeship) In The Standard Environment,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Learning A Profession (Vocational Training/Apprenticeship) In An Adapted Mainstream/Special Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Accessing Higher Education,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Engaging In Paid Work In A Standard Environment,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Engaging In Paid Work In A Supported/Sheltered Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Seeking Employment,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Performing Professional Tasks,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Handling Money/Managing One'S Own Budget,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Carrying Out Administrative Procedures,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Undertaking A Complex/Multiple Task,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Carrying Out Daily Routines,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Taking Part In Community Life,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Playing With Others,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Socializing,Frequent,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Practicing Sports,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Participating In The Arts And Cultural Activities,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Travelling,Occasional,Permanent Limitation,Unspecified,n,Disability,y
567,22Q11.2 Deletion Syndrome,Food,Unknown,Unknown,Unknown,y,Environmental factor,n
567,22Q11.2 Deletion Syndrome,Day/Night Cycles,Unknown,Unknown,Unknown,y,Environmental factor,n
567,22Q11.2 Deletion Syndrome,Sound Intensity,Unknown,Unknown,Unknown,y,Environmental factor,n
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Learning,Occasional,Permanent Limitation,Low,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Acquiring Language,Occasional,Permanent Limitation,Low,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Applying Knowledge,Occasional,Permanent Limitation,Low,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Focusing Attention,Occasional,Permanent Limitation,Low,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Motor Skills,Frequent,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Using Objects,Very Frequent,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Handling Objects (Fine Hand Use),Very Frequent,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Walking,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Walking Long Distances,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing","Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Very Frequent,Permanent Limitation,Severe,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Moving Around,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Moving Around Outside The Home,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Engaging In And Maintaining Intimate Relationships,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Engaging In Sexual Relationships,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Work And Economic Life,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Engaging In Paid Work In A Standard Environment,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Seeking Employment,Occasional,Permanent Limitation,Moderate,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Social Life,Frequent,Permanent Limitation,Severe,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Practicing Sports,Very Frequent,Permanent Limitation,Severe,n,Disability,y
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Food,Unknown,Unknown,Unknown,y,Environmental factor,n
276223,"Mucopolysaccharidosis Type 6, Slowly Progressing",Temperature,Unknown,Unknown,Unknown,y,Environmental factor,n
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Drinking,Occasional,Permanent Limitation,Low,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing","Managing One'S Health (Diet, Medications, Prevention, Needs, Assistance, Monitoring)",Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Staying Asleep,Occasional,Permanent Limitation,Low,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Getting Good Quality Sleep,Occasional,Permanent Limitation,Low,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Staying Awake,Occasional,Permanent Limitation,Low,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Moving Around Within The Home,Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Moving Around Outside The Home,Very Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Using Transportation,Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Driving,Very Frequent,Permanent Limitation,Severe,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Dealing With Strangers,Occasional,Permanent Limitation,Low,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Engaging In And Maintaining Intimate Relationships,Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Engaging In Sexual Relationships,Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Shopping,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Cooking/Preparing Meals,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Doing Housework,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Looking After/Helping Others,Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Attending Preschool,Occasional,Permanent Limitation,Low,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Attending Mainstream School,Occasional,Permanent Limitation,Low,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Seeing/Watching,Very Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Hearing/Listening,Very Frequent,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Receiving Spoken Messages,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Receiving Messages In Sign Language,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Receiving Nonverbal Messages,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Receiving Written Messages,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Speaking,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Producing Messages In Sign Language,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Producing Nonverbal Messages,Occasional,Permanent Limitation,Moderate,y,Disability,y
276212,"Mucopolysaccharidosis Type 6, Rapidly Progressing",Writing Messages,Occasional,Permanent Limitation,Moderate,y,Disability,y
